Hobby,Personality,Stream,Career_Goal,Recommended_Courses,Nearby_Colleges,College_Websites,Course_Type,Average_Fees
coding,Analytical,Science,Software Engineer,Bachelor's in Software Engineer,NIT Trichy | IIT Bombay | IIT Delhi,https://www.nitt.edu | https://www.iitb.ac.in | https://home.iitd.ac.in,full-time,299353
research,Analytical,Commerce,Company Secretary,Diploma in Company Secretary,Christ University | Symbiosis Pune | Narsee Monjee College,https://christuniversity.in | https://www.siu.edu.in | https://nmcollege.in,part-time,48680
social work,Analytical,Commerce,Company Secretary,Bachelor's in Company Secretary,Symbiosis Pune | Shri Ram College of Commerce | Christ University,https://www.siu.edu.in | https://www.srcc.edu | https://christuniversity.in,full-time,222928
social work,Analytical,Commerce,Company Secretary,Diploma in Company Secretary,Christ University | Symbiosis Pune | Shri Ram College of Commerce,https://christuniversity.in | https://www.siu.edu.in | https://www.srcc.edu,part-time,48772
designing,Analytical,Commerce,Company Secretary,Bachelor's in Company Secretary,Shri Ram College of Commerce | Christ University | Mumbai University,https://www.srcc.edu | https://christuniversity.in | https://mu.ac.in,full-time,251945
designing,Analytical,Commerce,Company Secretary,Diploma in Company Secretary,Symbiosis Pune | Christ University | Mumbai University,https://www.siu.edu.in | https://christuniversity.in | https://mu.ac.in,part-time,39348
gaming,Analytical,Commerce,Company Secretary,Bachelor's in Company Secretary,Narsee Monjee College | Shri Ram College of Commerce | Symbiosis Pune,https://nmcollege.in | https://www.srcc.edu | https://www.siu.edu.in,full-time,178671
gaming,Analytical,Commerce,Company Secretary,Diploma in Company Secretary,Mumbai University | Christ University | Shri Ram College of Commerce,https://mu.ac.in | https://christuniversity.in | https://www.srcc.edu,part-time,33309
coding,Analytical,Commerce,Economist,Bachelor's in Economist,Narsee Monjee College | Mumbai University | Christ University,https://nmcollege.in | https://mu.ac.in | https://christuniversity.in,full-time,272751
coding,Analytical,Commerce,Economist,Diploma in Economist,Shri Ram College of Commerce | Symbiosis Pune | Mumbai University,https://www.srcc.edu | https://www.siu.edu.in | https://mu.ac.in,part-time,53118
reading,Analytical,Commerce,Economist,Bachelor's in Economist,Symbiosis Pune | Shri Ram College of Commerce | Narsee Monjee College,https://www.siu.edu.in | https://www.srcc.edu | https://nmcollege.in,full-time,269803
reading,Analytical,Commerce,Economist,Diploma in Economist,Christ University | Mumbai University | Narsee Monjee College,https://christuniversity.in | https://mu.ac.in | https://nmcollege.in,part-time,58060
drawing,Analytical,Commerce,Economist,Bachelor's in Economist,Symbiosis Pune | Mumbai University | Christ University,https://www.siu.edu.in | https://mu.ac.in | https://christuniversity.in,full-time,295544
drawing,Analytical,Commerce,Economist,Diploma in Economist,Christ University | Shri Ram College of Commerce | Symbiosis Pune,https://christuniversity.in | https://www.srcc.edu | https://www.siu.edu.in,part-time,56450
public speaking,Analytical,Commerce,Economist,Bachelor's in Economist,Mumbai University | Symbiosis Pune | Shri Ram College of Commerce,https://mu.ac.in | https://www.siu.edu.in | https://www.srcc.edu,full-time,181537
public speaking,Analytical,Commerce,Economist,Diploma in Economist,Narsee Monjee College | Mumbai University | Shri Ram College of Commerce,https://nmcollege.in | https://mu.ac.in | https://www.srcc.edu,part-time,30435
research,Analytical,Commerce,Economist,Bachelor's in Economist,Christ University | Shri Ram College of Commerce | Mumbai University,https://christuniversity.in | https://www.srcc.edu | https://mu.ac.in,full-time,150823
research,Analytical,Commerce,Economist,Diploma in Economist,Mumbai University | Narsee Monjee College | Symbiosis Pune,https://mu.ac.in | https://nmcollege.in | https://www.siu.edu.in,part-time,38014
social work,Analytical,Commerce,Economist,Bachelor's in Economist,Christ University | Shri Ram College of Commerce | Symbiosis Pune,https://christuniversity.in | https://www.srcc.edu | https://www.siu.edu.in,full-time,294317
social work,Analytical,Commerce,Economist,Diploma in Economist,Shri Ram College of Commerce | Narsee Monjee College | Christ University,https://www.srcc.edu | https://nmcollege.in | https://christuniversity.in,part-time,53217
designing,Analytical,Commerce,Economist,Bachelor's in Economist,Mumbai University | Symbiosis Pune | Shri Ram College of Commerce,https://mu.ac.in | https://www.siu.edu.in | https://www.srcc.edu,full-time,178489
designing,Analytical,Commerce,Economist,Diploma in Economist,Christ University | Narsee Monjee College | Mumbai University,https://christuniversity.in | https://nmcollege.in | https://mu.ac.in,part-time,42570
gaming,Analytical,Commerce,Economist,Bachelor's in Economist,Symbiosis Pune | Mumbai University | Christ University,https://www.siu.edu.in | https://mu.ac.in | https://christuniversity.in,full-time,91825
gaming,Analytical,Commerce,Economist,Diploma in Economist,Shri Ram College of Commerce | Symbiosis Pune | Mumbai University,https://www.srcc.edu | https://www.siu.edu.in | https://mu.ac.in,part-time,42574
coding,Analytical,Commerce,Accountant,Bachelor's in Accountant,Mumbai University | Narsee Monjee College | Symbiosis Pune,https://mu.ac.in | https://nmcollege.in | https://www.siu.edu.in,full-time,228755
coding,Analytical,Commerce,Accountant,Diploma in Accountant,Narsee Monjee College | Mumbai University | Christ University,https://nmcollege.in | https://mu.ac.in | https://christuniversity.in,part-time,31149
reading,Analytical,Commerce,Accountant,Bachelor's in Accountant,Narsee Monjee College | Shri Ram College of Commerce | Mumbai University,https://nmcollege.in | https://www.srcc.edu | https://mu.ac.in,full-time,129028
reading,Analytical,Commerce,Accountant,Diploma in Accountant,Mumbai University | Symbiosis Pune | Narsee Monjee College,https://mu.ac.in | https://www.siu.edu.in | https://nmcollege.in,part-time,46550
drawing,Analytical,Commerce,Accountant,Bachelor's in Accountant,Symbiosis Pune | Mumbai University | Shri Ram College of Commerce,https://www.siu.edu.in | https://mu.ac.in | https://www.srcc.edu,full-time,214984
drawing,Analytical,Commerce,Accountant,Diploma in Accountant,Symbiosis Pune | Christ University | Mumbai University,https://www.siu.edu.in | https://christuniversity.in | https://mu.ac.in,part-time,54698
public speaking,Analytical,Commerce,Accountant,Bachelor's in Accountant,Narsee Monjee College | Mumbai University | Symbiosis Pune,https://nmcollege.in | https://mu.ac.in | https://www.siu.edu.in,full-time,177774
public speaking,Analytical,Commerce,Accountant,Diploma in Accountant,Mumbai University | Shri Ram College of Commerce | Symbiosis Pune,https://mu.ac.in | https://www.srcc.edu | https://www.siu.edu.in,part-time,38839
research,Analytical,Commerce,Accountant,Bachelor's in Accountant,Symbiosis Pune | Mumbai University | Narsee Monjee College,https://www.siu.edu.in | https://mu.ac.in | https://nmcollege.in,full-time,259896
research,Analytical,Commerce,Accountant,Diploma in Accountant,Shri Ram College of Commerce | Christ University | Mumbai University,https://www.srcc.edu | https://christuniversity.in | https://mu.ac.in,part-time,44515
social work,Analytical,Commerce,Accountant,Bachelor's in Accountant,Symbiosis Pune | Mumbai University | Christ University,https://www.siu.edu.in | https://mu.ac.in | https://christuniversity.in,full-time,211991
social work,Analytical,Commerce,Accountant,Diploma in Accountant,Shri Ram College of Commerce | Narsee Monjee College | Christ University,https://www.srcc.edu | https://nmcollege.in | https://christuniversity.in,part-time,48300
designing,Analytical,Commerce,Accountant,Bachelor's in Accountant,Mumbai University | Narsee Monjee College | Shri Ram College of Commerce,https://mu.ac.in | https://nmcollege.in | https://www.srcc.edu,full-time,159916
designing,Analytical,Commerce,Accountant,Diploma in Accountant,Mumbai University | Narsee Monjee College | Symbiosis Pune,https://mu.ac.in | https://nmcollege.in | https://www.siu.edu.in,part-time,64247
gaming,Analytical,Commerce,Accountant,Bachelor's in Accountant,Christ University | Mumbai University | Shri Ram College of Commerce,https://christuniversity.in | https://mu.ac.in | https://www.srcc.edu,full-time,287038
gaming,Analytical,Commerce,Accountant,Diploma in Accountant,Shri Ram College of Commerce | Christ University | Narsee Monjee College,https://www.srcc.edu | https://christuniversity.in | https://nmcollege.in,part-time,43606
coding,Creative,Arts,Graphic Designer,Bachelor's in Graphic Designer,Delhi University | TISS Mumbai | JNU Delhi,https://www.du.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,full-time,106458
coding,Creative,Arts,Graphic Designer,Diploma in Graphic Designer,FTII Pune | JNU Delhi | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.jnu.ac.in | https://xaviers.edu,part-time,26118
reading,Creative,Arts,Graphic Designer,Bachelor's in Graphic Designer,St. Xavier's College Mumbai | JNU Delhi | FTII Pune,https://xaviers.edu | https://www.jnu.ac.in | https://www.ftii.ac.in,full-time,135095
reading,Creative,Arts,Graphic Designer,Diploma in Graphic Designer,St. Xavier's College Mumbai | TISS Mumbai | FTII Pune,https://xaviers.edu | https://www.tiss.edu | https://www.ftii.ac.in,part-time,63363
drawing,Creative,Arts,Graphic Designer,Bachelor's in Graphic Designer,FTII Pune | St. Xavier's College Mumbai | JNU Delhi,https://www.ftii.ac.in | https://xaviers.edu | https://www.jnu.ac.in,full-time,167430
drawing,Creative,Arts,Graphic Designer,Diploma in Graphic Designer,TISS Mumbai | Delhi University | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.du.ac.in | https://xaviers.edu,part-time,47518
public speaking,Creative,Arts,Graphic Designer,Bachelor's in Graphic Designer,St. Xavier's College Mumbai | TISS Mumbai | FTII Pune,https://xaviers.edu | https://www.tiss.edu | https://www.ftii.ac.in,full-time,175995
public speaking,Creative,Arts,Graphic Designer,Diploma in Graphic Designer,St. Xavier's College Mumbai | TISS Mumbai | Delhi University,https://xaviers.edu | https://www.tiss.edu | https://www.du.ac.in,part-time,59867
research,Creative,Arts,Graphic Designer,Bachelor's in Graphic Designer,FTII Pune | Delhi University | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.du.ac.in | https://xaviers.edu,full-time,260151
research,Creative,Arts,Graphic Designer,Diploma in Graphic Designer,St. Xavier's College Mumbai | JNU Delhi | TISS Mumbai,https://xaviers.edu | https://www.jnu.ac.in | https://www.tiss.edu,part-time,44910
social work,Creative,Arts,Graphic Designer,Bachelor's in Graphic Designer,FTII Pune | Delhi University | TISS Mumbai,https://www.ftii.ac.in | https://www.du.ac.in | https://www.tiss.edu,full-time,103473
social work,Creative,Arts,Graphic Designer,Diploma in Graphic Designer,JNU Delhi | TISS Mumbai | Delhi University,https://www.jnu.ac.in | https://www.tiss.edu | https://www.du.ac.in,part-time,34857
designing,Creative,Arts,Graphic Designer,Bachelor's in Graphic Designer,Delhi University | JNU Delhi | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://xaviers.edu,full-time,222780
designing,Creative,Arts,Graphic Designer,Diploma in Graphic Designer,St. Xavier's College Mumbai | FTII Pune | Delhi University,https://xaviers.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,35416
gaming,Creative,Arts,Graphic Designer,Bachelor's in Graphic Designer,Delhi University | JNU Delhi | TISS Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,full-time,290682
gaming,Creative,Arts,Graphic Designer,Diploma in Graphic Designer,St. Xavier's College Mumbai | JNU Delhi | Delhi University,https://xaviers.edu | https://www.jnu.ac.in | https://www.du.ac.in,part-time,43277
coding,Leadership,Arts,Lawyer,Bachelor's in Lawyer,FTII Pune | JNU Delhi | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.jnu.ac.in | https://xaviers.edu,full-time,123196
coding,Leadership,Arts,Lawyer,Diploma in Lawyer,JNU Delhi | FTII Pune | TISS Mumbai,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,part-time,19296
reading,Leadership,Arts,Lawyer,Bachelor's in Lawyer,JNU Delhi | Delhi University | FTII Pune,https://www.jnu.ac.in | https://www.du.ac.in | https://www.ftii.ac.in,full-time,117809
reading,Leadership,Arts,Lawyer,Diploma in Lawyer,TISS Mumbai | St. Xavier's College Mumbai | Delhi University,https://www.tiss.edu | https://xaviers.edu | https://www.du.ac.in,part-time,34224
drawing,Leadership,Arts,Lawyer,Bachelor's in Lawyer,FTII Pune | St. Xavier's College Mumbai | TISS Mumbai,https://www.ftii.ac.in | https://xaviers.edu | https://www.tiss.edu,full-time,101389
drawing,Leadership,Arts,Lawyer,Diploma in Lawyer,TISS Mumbai | FTII Pune | Delhi University,https://www.tiss.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,28125
public speaking,Leadership,Arts,Lawyer,Bachelor's in Lawyer,JNU Delhi | Delhi University | TISS Mumbai,https://www.jnu.ac.in | https://www.du.ac.in | https://www.tiss.edu,full-time,91696
public speaking,Leadership,Arts,Lawyer,Diploma in Lawyer,TISS Mumbai | JNU Delhi | FTII Pune,https://www.tiss.edu | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,53211
research,Leadership,Arts,Lawyer,Bachelor's in Lawyer,St. Xavier's College Mumbai | TISS Mumbai | JNU Delhi,https://xaviers.edu | https://www.tiss.edu | https://www.jnu.ac.in,full-time,103121
research,Leadership,Arts,Lawyer,Diploma in Lawyer,TISS Mumbai | St. Xavier's College Mumbai | JNU Delhi,https://www.tiss.edu | https://xaviers.edu | https://www.jnu.ac.in,part-time,35659
social work,Leadership,Arts,Lawyer,Bachelor's in Lawyer,Delhi University | St. Xavier's College Mumbai | FTII Pune,https://www.du.ac.in | https://xaviers.edu | https://www.ftii.ac.in,full-time,223779
social work,Leadership,Arts,Lawyer,Diploma in Lawyer,FTII Pune | Delhi University | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.du.ac.in | https://xaviers.edu,part-time,27016
designing,Leadership,Arts,Lawyer,Bachelor's in Lawyer,St. Xavier's College Mumbai | Delhi University | TISS Mumbai,https://xaviers.edu | https://www.du.ac.in | https://www.tiss.edu,full-time,196036
designing,Leadership,Arts,Lawyer,Diploma in Lawyer,St. Xavier's College Mumbai | FTII Pune | Delhi University,https://xaviers.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,45189
gaming,Leadership,Arts,Lawyer,Bachelor's in Lawyer,TISS Mumbai | Delhi University | FTII Pune,https://www.tiss.edu | https://www.du.ac.in | https://www.ftii.ac.in,full-time,152832
gaming,Leadership,Arts,Lawyer,Diploma in Lawyer,TISS Mumbai | St. Xavier's College Mumbai | JNU Delhi,https://www.tiss.edu | https://xaviers.edu | https://www.jnu.ac.in,part-time,61870
coding,Social,Arts,Journalist,Bachelor's in Journalist,TISS Mumbai | Delhi University | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.du.ac.in | https://xaviers.edu,full-time,263587
coding,Social,Arts,Journalist,Diploma in Journalist,FTII Pune | St. Xavier's College Mumbai | JNU Delhi,https://www.ftii.ac.in | https://xaviers.edu | https://www.jnu.ac.in,part-time,35999
reading,Social,Arts,Journalist,Bachelor's in Journalist,FTII Pune | St. Xavier's College Mumbai | TISS Mumbai,https://www.ftii.ac.in | https://xaviers.edu | https://www.tiss.edu,full-time,132190
reading,Social,Arts,Journalist,Diploma in Journalist,Delhi University | TISS Mumbai | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.tiss.edu | https://xaviers.edu,part-time,67925
drawing,Social,Arts,Journalist,Bachelor's in Journalist,FTII Pune | JNU Delhi | Delhi University,https://www.ftii.ac.in | https://www.jnu.ac.in | https://www.du.ac.in,full-time,231974
drawing,Social,Arts,Journalist,Diploma in Journalist,St. Xavier's College Mumbai | JNU Delhi | TISS Mumbai,https://xaviers.edu | https://www.jnu.ac.in | https://www.tiss.edu,part-time,65095
public speaking,Social,Arts,Journalist,Bachelor's in Journalist,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,full-time,240866
public speaking,Social,Arts,Journalist,Diploma in Journalist,FTII Pune | TISS Mumbai | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.tiss.edu | https://xaviers.edu,part-time,17336
research,Social,Arts,Journalist,Bachelor's in Journalist,JNU Delhi | FTII Pune | TISS Mumbai,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,full-time,236978
research,Social,Arts,Journalist,Diploma in Journalist,TISS Mumbai | Delhi University | JNU Delhi,https://www.tiss.edu | https://www.du.ac.in | https://www.jnu.ac.in,part-time,48502
social work,Social,Arts,Journalist,Bachelor's in Journalist,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,full-time,208956
social work,Social,Arts,Journalist,Diploma in Journalist,TISS Mumbai | FTII Pune | Delhi University,https://www.tiss.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,32678
designing,Social,Arts,Journalist,Bachelor's in Journalist,St. Xavier's College Mumbai | FTII Pune | TISS Mumbai,https://xaviers.edu | https://www.ftii.ac.in | https://www.tiss.edu,full-time,172231
designing,Social,Arts,Journalist,Diploma in Journalist,Delhi University | TISS Mumbai | JNU Delhi,https://www.du.ac.in | https://www.tiss.edu | https://www.jnu.ac.in,part-time,57703
gaming,Social,Arts,Journalist,Bachelor's in Journalist,FTII Pune | Delhi University | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.du.ac.in | https://xaviers.edu,full-time,179444
gaming,Social,Arts,Journalist,Diploma in Journalist,TISS Mumbai | JNU Delhi | Delhi University,https://www.tiss.edu | https://www.jnu.ac.in | https://www.du.ac.in,part-time,65850
coding,Social,Arts,Psychologist,Bachelor's in Psychologist,TISS Mumbai | FTII Pune | Delhi University,https://www.tiss.edu | https://www.ftii.ac.in | https://www.du.ac.in,full-time,277246
coding,Social,Arts,Psychologist,Diploma in Psychologist,JNU Delhi | FTII Pune | St. Xavier's College Mumbai,https://www.jnu.ac.in | https://www.ftii.ac.in | https://xaviers.edu,part-time,26504
reading,Social,Arts,Psychologist,Bachelor's in Psychologist,Delhi University | TISS Mumbai | FTII Pune,https://www.du.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,full-time,283923
reading,Social,Arts,Psychologist,Diploma in Psychologist,St. Xavier's College Mumbai | FTII Pune | JNU Delhi,https://xaviers.edu | https://www.ftii.ac.in | https://www.jnu.ac.in,part-time,64692
drawing,Social,Arts,Psychologist,Bachelor's in Psychologist,FTII Pune | TISS Mumbai | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.tiss.edu | https://xaviers.edu,full-time,156715
drawing,Social,Arts,Psychologist,Diploma in Psychologist,FTII Pune | Delhi University | JNU Delhi,https://www.ftii.ac.in | https://www.du.ac.in | https://www.jnu.ac.in,part-time,21622
public speaking,Social,Arts,Psychologist,Bachelor's in Psychologist,Delhi University | FTII Pune | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://xaviers.edu,full-time,189371
public speaking,Social,Arts,Psychologist,Diploma in Psychologist,St. Xavier's College Mumbai | JNU Delhi | TISS Mumbai,https://xaviers.edu | https://www.jnu.ac.in | https://www.tiss.edu,part-time,56883
research,Social,Arts,Psychologist,Bachelor's in Psychologist,FTII Pune | TISS Mumbai | St. Xavier's College Mumbai,https://www.ftii.ac.in | https://www.tiss.edu | https://xaviers.edu,full-time,280344
research,Social,Arts,Psychologist,Diploma in Psychologist,FTII Pune | JNU Delhi | TISS Mumbai,https://www.ftii.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,part-time,40126
social work,Social,Arts,Psychologist,Bachelor's in Psychologist,Delhi University | St. Xavier's College Mumbai | TISS Mumbai,https://www.du.ac.in | https://xaviers.edu | https://www.tiss.edu,full-time,197438
social work,Social,Arts,Psychologist,Diploma in Psychologist,Delhi University | TISS Mumbai | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.tiss.edu | https://xaviers.edu,part-time,42487
designing,Social,Arts,Psychologist,Bachelor's in Psychologist,Delhi University | TISS Mumbai | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.tiss.edu | https://xaviers.edu,full-time,289585
designing,Social,Arts,Psychologist,Diploma in Psychologist,JNU Delhi | TISS Mumbai | Delhi University,https://www.jnu.ac.in | https://www.tiss.edu | https://www.du.ac.in,part-time,44277
gaming,Social,Arts,Psychologist,Bachelor's in Psychologist,TISS Mumbai | Delhi University | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.du.ac.in | https://xaviers.edu,full-time,205785
gaming,Social,Arts,Psychologist,Diploma in Psychologist,St. Xavier's College Mumbai | TISS Mumbai | FTII Pune,https://xaviers.edu | https://www.tiss.edu | https://www.ftii.ac.in,part-time,47861
coding,Creative,Arts,Fashion Designer,Bachelor's in Fashion Designer,FTII Pune | Delhi University | JNU Delhi,https://www.ftii.ac.in | https://www.du.ac.in | https://www.jnu.ac.in,full-time,150108
coding,Creative,Arts,Fashion Designer,Diploma in Fashion Designer,Delhi University | JNU Delhi | FTII Pune,https://www.du.ac.in | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,64320
reading,Creative,Arts,Fashion Designer,Bachelor's in Fashion Designer,JNU Delhi | FTII Pune | Delhi University,https://www.jnu.ac.in | https://www.ftii.ac.in | https://www.du.ac.in,full-time,170049
reading,Creative,Arts,Fashion Designer,Diploma in Fashion Designer,St. Xavier's College Mumbai | FTII Pune | Delhi University,https://xaviers.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,69259
drawing,Creative,Arts,Fashion Designer,Bachelor's in Fashion Designer,Delhi University | FTII Pune | JNU Delhi,https://www.du.ac.in | https://www.ftii.ac.in | https://www.jnu.ac.in,full-time,111517
drawing,Creative,Arts,Fashion Designer,Diploma in Fashion Designer,Delhi University | TISS Mumbai | FTII Pune,https://www.du.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,part-time,29649
public speaking,Creative,Arts,Fashion Designer,Bachelor's in Fashion Designer,FTII Pune | TISS Mumbai | Delhi University,https://www.ftii.ac.in | https://www.tiss.edu | https://www.du.ac.in,full-time,249368
public speaking,Creative,Arts,Fashion Designer,Diploma in Fashion Designer,St. Xavier's College Mumbai | FTII Pune | TISS Mumbai,https://xaviers.edu | https://www.ftii.ac.in | https://www.tiss.edu,part-time,57509
research,Creative,Arts,Fashion Designer,Bachelor's in Fashion Designer,JNU Delhi | Delhi University | St. Xavier's College Mumbai,https://www.jnu.ac.in | https://www.du.ac.in | https://xaviers.edu,full-time,236837
research,Creative,Arts,Fashion Designer,Diploma in Fashion Designer,Delhi University | JNU Delhi | FTII Pune,https://www.du.ac.in | https://www.jnu.ac.in | https://www.ftii.ac.in,part-time,21942
social work,Creative,Arts,Fashion Designer,Bachelor's in Fashion Designer,JNU Delhi | Delhi University | St. Xavier's College Mumbai,https://www.jnu.ac.in | https://www.du.ac.in | https://xaviers.edu,full-time,193754
social work,Creative,Arts,Fashion Designer,Diploma in Fashion Designer,FTII Pune | St. Xavier's College Mumbai | Delhi University,https://www.ftii.ac.in | https://xaviers.edu | https://www.du.ac.in,part-time,39984
designing,Creative,Arts,Fashion Designer,Bachelor's in Fashion Designer,Delhi University | TISS Mumbai | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.tiss.edu | https://xaviers.edu,full-time,166433
designing,Creative,Arts,Fashion Designer,Diploma in Fashion Designer,FTII Pune | JNU Delhi | Delhi University,https://www.ftii.ac.in | https://www.jnu.ac.in | https://www.du.ac.in,part-time,44021
gaming,Creative,Arts,Fashion Designer,Bachelor's in Fashion Designer,St. Xavier's College Mumbai | JNU Delhi | TISS Mumbai,https://xaviers.edu | https://www.jnu.ac.in | https://www.tiss.edu,full-time,222739
gaming,Creative,Arts,Fashion Designer,Diploma in Fashion Designer,Delhi University | JNU Delhi | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://xaviers.edu,part-time,44770
coding,Creative,Arts,Animator,Bachelor's in Animator,TISS Mumbai | Delhi University | JNU Delhi,https://www.tiss.edu | https://www.du.ac.in | https://www.jnu.ac.in,full-time,267513
coding,Creative,Arts,Animator,Diploma in Animator,FTII Pune | TISS Mumbai | Delhi University,https://www.ftii.ac.in | https://www.tiss.edu | https://www.du.ac.in,part-time,46498
reading,Creative,Arts,Animator,Bachelor's in Animator,TISS Mumbai | FTII Pune | St. Xavier's College Mumbai,https://www.tiss.edu | https://www.ftii.ac.in | https://xaviers.edu,full-time,191007
reading,Creative,Arts,Animator,Diploma in Animator,St. Xavier's College Mumbai | Delhi University | TISS Mumbai,https://xaviers.edu | https://www.du.ac.in | https://www.tiss.edu,part-time,46293
drawing,Creative,Arts,Animator,Bachelor's in Animator,TISS Mumbai | Delhi University | FTII Pune,https://www.tiss.edu | https://www.du.ac.in | https://www.ftii.ac.in,full-time,285266
drawing,Creative,Arts,Animator,Diploma in Animator,St. Xavier's College Mumbai | FTII Pune | Delhi University,https://xaviers.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,16077
public speaking,Creative,Arts,Animator,Bachelor's in Animator,St. Xavier's College Mumbai | Delhi University | TISS Mumbai,https://xaviers.edu | https://www.du.ac.in | https://www.tiss.edu,full-time,229800
public speaking,Creative,Arts,Animator,Diploma in Animator,FTII Pune | St. Xavier's College Mumbai | TISS Mumbai,https://www.ftii.ac.in | https://xaviers.edu | https://www.tiss.edu,part-time,15355
research,Creative,Arts,Animator,Bachelor's in Animator,FTII Pune | St. Xavier's College Mumbai | Delhi University,https://www.ftii.ac.in | https://xaviers.edu | https://www.du.ac.in,full-time,164711
research,Creative,Arts,Animator,Diploma in Animator,FTII Pune | JNU Delhi | Delhi University,https://www.ftii.ac.in | https://www.jnu.ac.in | https://www.du.ac.in,part-time,41959
social work,Creative,Arts,Animator,Bachelor's in Animator,Delhi University | TISS Mumbai | St. Xavier's College Mumbai,https://www.du.ac.in | https://www.tiss.edu | https://xaviers.edu,full-time,215123
social work,Creative,Arts,Animator,Diploma in Animator,TISS Mumbai | St. Xavier's College Mumbai | JNU Delhi,https://www.tiss.edu | https://xaviers.edu | https://www.jnu.ac.in,part-time,46185
designing,Creative,Arts,Animator,Bachelor's in Animator,St. Xavier's College Mumbai | TISS Mumbai | FTII Pune,https://xaviers.edu | https://www.tiss.edu | https://www.ftii.ac.in,full-time,256837
designing,Creative,Arts,Animator,Diploma in Animator,JNU Delhi | TISS Mumbai | FTII Pune,https://www.jnu.ac.in | https://www.tiss.edu | https://www.ftii.ac.in,part-time,67718
gaming,Creative,Arts,Animator,Bachelor's in Animator,TISS Mumbai | JNU Delhi | Delhi University,https://www.tiss.edu | https://www.jnu.ac.in | https://www.du.ac.in,full-time,167863
gaming,Creative,Arts,Animator,Diploma in Animator,TISS Mumbai | FTII Pune | Delhi University,https://www.tiss.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,24808
coding,Social,Arts,Social Worker,Bachelor's in Social Worker,FTII Pune | TISS Mumbai | Delhi University,https://www.ftii.ac.in | https://www.tiss.edu | https://www.du.ac.in,full-time,295391
coding,Social,Arts,Social Worker,Diploma in Social Worker,St. Xavier's College Mumbai | FTII Pune | JNU Delhi,https://xaviers.edu | https://www.ftii.ac.in | https://www.jnu.ac.in,part-time,32515
reading,Social,Arts,Social Worker,Bachelor's in Social Worker,St. Xavier's College Mumbai | FTII Pune | TISS Mumbai,https://xaviers.edu | https://www.ftii.ac.in | https://www.tiss.edu,full-time,119599
reading,Social,Arts,Social Worker,Diploma in Social Worker,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,part-time,47242
drawing,Social,Arts,Social Worker,Bachelor's in Social Worker,St. Xavier's College Mumbai | FTII Pune | JNU Delhi,https://xaviers.edu | https://www.ftii.ac.in | https://www.jnu.ac.in,full-time,239851
drawing,Social,Arts,Social Worker,Diploma in Social Worker,Delhi University | JNU Delhi | TISS Mumbai,https://www.du.ac.in | https://www.jnu.ac.in | https://www.tiss.edu,part-time,28938
public speaking,Social,Arts,Social Worker,Bachelor's in Social Worker,Delhi University | FTII Pune | TISS Mumbai,https://www.du.ac.in | https://www.ftii.ac.in | https://www.tiss.edu,full-time,263427
public speaking,Social,Arts,Social Worker,Diploma in Social Worker,TISS Mumbai | FTII Pune | Delhi University,https://www.tiss.edu | https://www.ftii.ac.in | https://www.du.ac.in,part-time,30090
